team,other_team,game,teamid,otherid
missouri,ucla,missouri vs. ucla,1281,1417
missouri,uncgreensboro,missouri vs. uncgreensboro,1281,1422
missouri,southerncalifornia,missouri vs. southerncalifornia,1281,1425
missouri,utahst,missouri vs. utahst,1281,1429
missouri,vcu,missouri vs. vcu,1281,1433
missouri,villanova,missouri vs. villanova,1281,1437
missouri,virginia,missouri vs. virginia,1281,1438
missouri,virginiatech,missouri vs. virginiatech,1281,1439
missouri,westvirginia,missouri vs. westvirginia,1281,1452
missouri,winthrop,missouri vs. winthrop,1281,1457
missouri,wisconsin,missouri vs. wisconsin,1281,1458
moreheadst,norfolkst,moreheadst vs. norfolkst,1287,1313
moreheadst,northcarolina,moreheadst vs. northcarolina,1287,1314
moreheadst,northtexas,moreheadst vs. northtexas,1287,1317
moreheadst,ohio,moreheadst vs. ohio,1287,1325
moreheadst,ohiost,moreheadst vs. ohiost,1287,1326
moreheadst,oklahoma,moreheadst vs. oklahoma,1287,1328
moreheadst,oklahomast,moreheadst vs. oklahomast,1287,1329
moreheadst,oralroberts,moreheadst vs. oralroberts,1287,1331
moreheadst,oregon,moreheadst vs. oregon,1287,1332
moreheadst,oregonst,moreheadst vs. oregonst,1287,1333
moreheadst,purdue,moreheadst vs. purdue,1287,1345
moreheadst,rutgers,moreheadst vs. rutgers,1287,1353
moreheadst,sandiegost,moreheadst vs. sandiegost,1287,1361
moreheadst,ucsantabarbara,moreheadst vs. ucsantabarbara,1287,1364
moreheadst,stbonaventure,moreheadst vs. stbonaventure,1287,1382
moreheadst,syracuse,moreheadst vs. syracuse,1287,1393
moreheadst,tennessee,moreheadst vs. tennessee,1287,1397
moreheadst,texas,moreheadst vs. texas,1287,1400
moreheadst,texastech,moreheadst vs. texastech,1287,1403
moreheadst,texassouthern,moreheadst vs. texassouthern,1287,1411
moreheadst,ucla,moreheadst vs. ucla,1287,1417
moreheadst,uncgreensboro,moreheadst vs. uncgreensboro,1287,1422
moreheadst,southerncalifornia,moreheadst vs. southerncalifornia,1287,1425
moreheadst,utahst,moreheadst vs. utahst,1287,1429
moreheadst,vcu,moreheadst vs. vcu,1287,1433
moreheadst,villanova,moreheadst vs. villanova,1287,1437
moreheadst,virginia,moreheadst vs. virginia,1287,1438
moreheadst,virginiatech,moreheadst vs. virginiatech,1287,1439
moreheadst,westvirginia,moreheadst vs. westvirginia,1287,1452
moreheadst,winthrop,moreheadst vs. winthrop,1287,1457
moreheadst,wisconsin,moreheadst vs. wisconsin,1287,1458
norfolkst,moreheadst,norfolkst vs. moreheadst,1313,1287
norfolkst,northcarolina,norfolkst vs. northcarolina,1313,1314
norfolkst,northtexas,norfolkst vs. northtexas,1313,1317
norfolkst,ohio,norfolkst vs. ohio,1313,1325
norfolkst,ohiost,norfolkst vs. ohiost,1313,1326
norfolkst,oklahoma,norfolkst vs. oklahoma,1313,1328
norfolkst,oklahomast,norfolkst vs. oklahomast,1313,1329
norfolkst,oralroberts,norfolkst vs. oralroberts,1313,1331
norfolkst,oregon,norfolkst vs. oregon,1313,1332
norfolkst,oregonst,norfolkst vs. oregonst,1313,1333
norfolkst,purdue,norfolkst vs. purdue,1313,1345
norfolkst,rutgers,norfolkst vs. rutgers,1313,1353
norfolkst,sandiegost,norfolkst vs. sandiegost,1313,1361
norfolkst,ucsantabarbara,norfolkst vs. ucsantabarbara,1313,1364
norfolkst,stbonaventure,norfolkst vs. stbonaventure,1313,1382
norfolkst,syracuse,norfolkst vs. syracuse,1313,1393
norfolkst,tennessee,norfolkst vs. tennessee,1313,1397
norfolkst,texas,norfolkst vs. texas,1313,1400
norfolkst,texastech,norfolkst vs. texastech,1313,1403
norfolkst,texassouthern,norfolkst vs. texassouthern,1313,1411
norfolkst,ucla,norfolkst vs. ucla,1313,1417
norfolkst,uncgreensboro,norfolkst vs. uncgreensboro,1313,1422
norfolkst,southerncalifornia,norfolkst vs. southerncalifornia,1313,1425
norfolkst,utahst,norfolkst vs. utahst,1313,1429
norfolkst,vcu,norfolkst vs. vcu,1313,1433
norfolkst,villanova,norfolkst vs. villanova,1313,1437
norfolkst,virginia,norfolkst vs. virginia,1313,1438
norfolkst,virginiatech,norfolkst vs. virginiatech,1313,1439
norfolkst,westvirginia,norfolkst vs. westvirginia,1313,1452
norfolkst,winthrop,norfolkst vs. winthrop,1313,1457
norfolkst,wisconsin,norfolkst vs. wisconsin,1313,1458
northcarolina,moreheadst,northcarolina vs. moreheadst,1314,1287
northcarolina,norfolkst,northcarolina vs. norfolkst,1314,1313
northcarolina,northtexas,northcarolina vs. northtexas,1314,1317
northcarolina,ohio,northcarolina vs. ohio,1314,1325
northcarolina,ohiost,northcarolina vs. ohiost,1314,1326
northcarolina,oklahoma,northcarolina vs. oklahoma,1314,1328
northcarolina,oklahomast,northcarolina vs. oklahomast,1314,1329
northcarolina,oralroberts,northcarolina vs. oralroberts,1314,1331
northcarolina,oregon,northcarolina vs. oregon,1314,1332
northcarolina,oregonst,northcarolina vs. oregonst,1314,1333
northcarolina,purdue,northcarolina vs. purdue,1314,1345
northcarolina,rutgers,northcarolina vs. rutgers,1314,1353
northcarolina,sandiegost,northcarolina vs. sandiegost,1314,1361
northcarolina,ucsantabarbara,northcarolina vs. ucsantabarbara,1314,1364
northcarolina,stbonaventure,northcarolina vs. stbonaventure,1314,1382
northcarolina,syracuse,northcarolina vs. syracuse,1314,1393
northcarolina,tennessee,northcarolina vs. tennessee,1314,1397
northcarolina,texas,northcarolina vs. texas,1314,1400
northcarolina,texastech,northcarolina vs. texastech,1314,1403
northcarolina,texassouthern,northcarolina vs. texassouthern,1314,1411
northcarolina,ucla,northcarolina vs. ucla,1314,1417
northcarolina,uncgreensboro,northcarolina vs. uncgreensboro,1314,1422
northcarolina,southerncalifornia,northcarolina vs. southerncalifornia,1314,1425
northcarolina,utahst,northcarolina vs. utahst,1314,1429
northcarolina,vcu,northcarolina vs. vcu,1314,1433
northcarolina,villanova,northcarolina vs. villanova,1314,1437
northcarolina,virginia,northcarolina vs. virginia,1314,1438
northcarolina,virginiatech,northcarolina vs. virginiatech,1314,1439
northcarolina,westvirginia,northcarolina vs. westvirginia,1314,1452
northcarolina,winthrop,northcarolina vs. winthrop,1314,1457
northcarolina,wisconsin,northcarolina vs. wisconsin,1314,1458
northtexas,moreheadst,northtexas vs. moreheadst,1317,1287
northtexas,norfolkst,northtexas vs. norfolkst,1317,1313
northtexas,northcarolina,northtexas vs. northcarolina,1317,1314
northtexas,ohio,northtexas vs. ohio,1317,1325
northtexas,ohiost,northtexas vs. ohiost,1317,1326
northtexas,oklahoma,northtexas vs. oklahoma,1317,1328
northtexas,oklahomast,northtexas vs. oklahomast,1317,1329
northtexas,oralroberts,northtexas vs. oralroberts,1317,1331
northtexas,oregon,northtexas vs. oregon,1317,1332
northtexas,oregonst,northtexas vs. oregonst,1317,1333
northtexas,purdue,northtexas vs. purdue,1317,1345
northtexas,rutgers,northtexas vs. rutgers,1317,1353
northtexas,sandiegost,northtexas vs. sandiegost,1317,1361
northtexas,ucsantabarbara,northtexas vs. ucsantabarbara,1317,1364
northtexas,stbonaventure,northtexas vs. stbonaventure,1317,1382
northtexas,syracuse,northtexas vs. syracuse,1317,1393
northtexas,tennessee,northtexas vs. tennessee,1317,1397
northtexas,texas,northtexas vs. texas,1317,1400
northtexas,texastech,northtexas vs. texastech,1317,1403
northtexas,texassouthern,northtexas vs. texassouthern,1317,1411
northtexas,ucla,northtexas vs. ucla,1317,1417
northtexas,uncgreensboro,northtexas vs. uncgreensboro,1317,1422
northtexas,southerncalifornia,northtexas vs. southerncalifornia,1317,1425
northtexas,utahst,northtexas vs. utahst,1317,1429
northtexas,vcu,northtexas vs. vcu,1317,1433
northtexas,villanova,northtexas vs. villanova,1317,1437
northtexas,virginia,northtexas vs. virginia,1317,1438
northtexas,virginiatech,northtexas vs. virginiatech,1317,1439
northtexas,westvirginia,northtexas vs. westvirginia,1317,1452
northtexas,winthrop,northtexas vs. winthrop,1317,1457
northtexas,wisconsin,northtexas vs. wisconsin,1317,1458
ohio,moreheadst,ohio vs. moreheadst,1325,1287
ohio,norfolkst,ohio vs. norfolkst,1325,1313
ohio,northcarolina,ohio vs. northcarolina,1325,1314
ohio,northtexas,ohio vs. northtexas,1325,1317
ohio,ohiost,ohio vs. ohiost,1325,1326
ohio,oklahoma,ohio vs. oklahoma,1325,1328
ohio,oklahomast,ohio vs. oklahomast,1325,1329
ohio,oralroberts,ohio vs. oralroberts,1325,1331
ohio,oregon,ohio vs. oregon,1325,1332
ohio,oregonst,ohio vs. oregonst,1325,1333
ohio,purdue,ohio vs. purdue,1325,1345
ohio,rutgers,ohio vs. rutgers,1325,1353
ohio,sandiegost,ohio vs. sandiegost,1325,1361
ohio,ucsantabarbara,ohio vs. ucsantabarbara,1325,1364
ohio,stbonaventure,ohio vs. stbonaventure,1325,1382
ohio,syracuse,ohio vs. syracuse,1325,1393
ohio,tennessee,ohio vs. tennessee,1325,1397
ohio,texas,ohio vs. texas,1325,1400
ohio,texastech,ohio vs. texastech,1325,1403
ohio,texassouthern,ohio vs. texassouthern,1325,1411
ohio,ucla,ohio vs. ucla,1325,1417
ohio,uncgreensboro,ohio vs. uncgreensboro,1325,1422
ohio,southerncalifornia,ohio vs. southerncalifornia,1325,1425
ohio,utahst,ohio vs. utahst,1325,1429
ohio,vcu,ohio vs. vcu,1325,1433
ohio,villanova,ohio vs. villanova,1325,1437
ohio,virginia,ohio vs. virginia,1325,1438
ohio,virginiatech,ohio vs. virginiatech,1325,1439
ohio,westvirginia,ohio vs. westvirginia,1325,1452
ohio,winthrop,ohio vs. winthrop,1325,1457
ohio,wisconsin,ohio vs. wisconsin,1325,1458
ohiost,moreheadst,ohiost vs. moreheadst,1326,1287
ohiost,norfolkst,ohiost vs. norfolkst,1326,1313
ohiost,northcarolina,ohiost vs. northcarolina,1326,1314
ohiost,northtexas,ohiost vs. northtexas,1326,1317
ohiost,ohio,ohiost vs. ohio,1326,1325
ohiost,oklahoma,ohiost vs. oklahoma,1326,1328
ohiost,oklahomast,ohiost vs. oklahomast,1326,1329
ohiost,oralroberts,ohiost vs. oralroberts,1326,1331
ohiost,oregon,ohiost vs. oregon,1326,1332
ohiost,oregonst,ohiost vs. oregonst,1326,1333
ohiost,purdue,ohiost vs. purdue,1326,1345
ohiost,rutgers,ohiost vs. rutgers,1326,1353
ohiost,sandiegost,ohiost vs. sandiegost,1326,1361
ohiost,ucsantabarbara,ohiost vs. ucsantabarbara,1326,1364
ohiost,stbonaventure,ohiost vs. stbonaventure,1326,1382
ohiost,syracuse,ohiost vs. syracuse,1326,1393
ohiost,tennessee,ohiost vs. tennessee,1326,1397
ohiost,texas,ohiost vs. texas,1326,1400
ohiost,texastech,ohiost vs. texastech,1326,1403
ohiost,texassouthern,ohiost vs. texassouthern,1326,1411
ohiost,ucla,ohiost vs. ucla,1326,1417
ohiost,uncgreensboro,ohiost vs. uncgreensboro,1326,1422
ohiost,southerncalifornia,ohiost vs. southerncalifornia,1326,1425
ohiost,utahst,ohiost vs. utahst,1326,1429
ohiost,vcu,ohiost vs. vcu,1326,1433
ohiost,villanova,ohiost vs. villanova,1326,1437
ohiost,virginia,ohiost vs. virginia,1326,1438
ohiost,virginiatech,ohiost vs. virginiatech,1326,1439
ohiost,westvirginia,ohiost vs. westvirginia,1326,1452
ohiost,winthrop,ohiost vs. winthrop,1326,1457
ohiost,wisconsin,ohiost vs. wisconsin,1326,1458
oklahoma,moreheadst,oklahoma vs. moreheadst,1328,1287
oklahoma,norfolkst,oklahoma vs. norfolkst,1328,1313
oklahoma,northcarolina,oklahoma vs. northcarolina,1328,1314
oklahoma,northtexas,oklahoma vs. northtexas,1328,1317
oklahoma,ohio,oklahoma vs. ohio,1328,1325
oklahoma,ohiost,oklahoma vs. ohiost,1328,1326
oklahoma,oklahomast,oklahoma vs. oklahomast,1328,1329
oklahoma,oralroberts,oklahoma vs. oralroberts,1328,1331
oklahoma,oregon,oklahoma vs. oregon,1328,1332
oklahoma,oregonst,oklahoma vs. oregonst,1328,1333
oklahoma,purdue,oklahoma vs. purdue,1328,1345
oklahoma,rutgers,oklahoma vs. rutgers,1328,1353
oklahoma,sandiegost,oklahoma vs. sandiegost,1328,1361
oklahoma,ucsantabarbara,oklahoma vs. ucsantabarbara,1328,1364
oklahoma,stbonaventure,oklahoma vs. stbonaventure,1328,1382
oklahoma,syracuse,oklahoma vs. syracuse,1328,1393
oklahoma,tennessee,oklahoma vs. tennessee,1328,1397
oklahoma,texas,oklahoma vs. texas,1328,1400
oklahoma,texastech,oklahoma vs. texastech,1328,1403
oklahoma,texassouthern,oklahoma vs. texassouthern,1328,1411
oklahoma,ucla,oklahoma vs. ucla,1328,1417
oklahoma,uncgreensboro,oklahoma vs. uncgreensboro,1328,1422
oklahoma,southerncalifornia,oklahoma vs. southerncalifornia,1328,1425
oklahoma,utahst,oklahoma vs. utahst,1328,1429
oklahoma,vcu,oklahoma vs. vcu,1328,1433
oklahoma,villanova,oklahoma vs. villanova,1328,1437
oklahoma,virginia,oklahoma vs. virginia,1328,1438
oklahoma,virginiatech,oklahoma vs. virginiatech,1328,1439
oklahoma,westvirginia,oklahoma vs. westvirginia,1328,1452
oklahoma,winthrop,oklahoma vs. winthrop,1328,1457
oklahoma,wisconsin,oklahoma vs. wisconsin,1328,1458
oklahomast,moreheadst,oklahomast vs. moreheadst,1329,1287
oklahomast,norfolkst,oklahomast vs. norfolkst,1329,1313
oklahomast,northcarolina,oklahomast vs. northcarolina,1329,1314
oklahomast,northtexas,oklahomast vs. northtexas,1329,1317
oklahomast,ohio,oklahomast vs. ohio,1329,1325
oklahomast,ohiost,oklahomast vs. ohiost,1329,1326
oklahomast,oklahoma,oklahomast vs. oklahoma,1329,1328
oklahomast,oralroberts,oklahomast vs. oralroberts,1329,1331
oklahomast,oregon,oklahomast vs. oregon,1329,1332
oklahomast,oregonst,oklahomast vs. oregonst,1329,1333
oklahomast,purdue,oklahomast vs. purdue,1329,1345
oklahomast,rutgers,oklahomast vs. rutgers,1329,1353
oklahomast,sandiegost,oklahomast vs. sandiegost,1329,1361
oklahomast,ucsantabarbara,oklahomast vs. ucsantabarbara,1329,1364
oklahomast,stbonaventure,oklahomast vs. stbonaventure,1329,1382
oklahomast,syracuse,oklahomast vs. syracuse,1329,1393
oklahomast,tennessee,oklahomast vs. tennessee,1329,1397
oklahomast,texas,oklahomast vs. texas,1329,1400
oklahomast,texastech,oklahomast vs. texastech,1329,1403
oklahomast,texassouthern,oklahomast vs. texassouthern,1329,1411
oklahomast,ucla,oklahomast vs. ucla,1329,1417
oklahomast,uncgreensboro,oklahomast vs. uncgreensboro,1329,1422
oklahomast,southerncalifornia,oklahomast vs. southerncalifornia,1329,1425
oklahomast,utahst,oklahomast vs. utahst,1329,1429
oklahomast,vcu,oklahomast vs. vcu,1329,1433
oklahomast,villanova,oklahomast vs. villanova,1329,1437
oklahomast,virginia,oklahomast vs. virginia,1329,1438
oklahomast,virginiatech,oklahomast vs. virginiatech,1329,1439
oklahomast,westvirginia,oklahomast vs. westvirginia,1329,1452
oklahomast,winthrop,oklahomast vs. winthrop,1329,1457
oklahomast,wisconsin,oklahomast vs. wisconsin,1329,1458
oralroberts,moreheadst,oralroberts vs. moreheadst,1331,1287
oralroberts,norfolkst,oralroberts vs. norfolkst,1331,1313
oralroberts,northcarolina,oralroberts vs. northcarolina,1331,1314
oralroberts,northtexas,oralroberts vs. northtexas,1331,1317
oralroberts,ohio,oralroberts vs. ohio,1331,1325
oralroberts,ohiost,oralroberts vs. ohiost,1331,1326
oralroberts,oklahoma,oralroberts vs. oklahoma,1331,1328
oralroberts,oklahomast,oralroberts vs. oklahomast,1331,1329
oralroberts,oregon,oralroberts vs. oregon,1331,1332
oralroberts,oregonst,oralroberts vs. oregonst,1331,1333
oralroberts,purdue,oralroberts vs. purdue,1331,1345
oralroberts,rutgers,oralroberts vs. rutgers,1331,1353
oralroberts,sandiegost,oralroberts vs. sandiegost,1331,1361
oralroberts,ucsantabarbara,oralroberts vs. ucsantabarbara,1331,1364
oralroberts,stbonaventure,oralroberts vs. stbonaventure,1331,1382
oralroberts,syracuse,oralroberts vs. syracuse,1331,1393
oralroberts,tennessee,oralroberts vs. tennessee,1331,1397
oralroberts,texas,oralroberts vs. texas,1331,1400
oralroberts,texastech,oralroberts vs. texastech,1331,1403
oralroberts,texassouthern,oralroberts vs. texassouthern,1331,1411
oralroberts,ucla,oralroberts vs. ucla,1331,1417
oralroberts,uncgreensboro,oralroberts vs. uncgreensboro,1331,1422
oralroberts,southerncalifornia,oralroberts vs. southerncalifornia,1331,1425
oralroberts,utahst,oralroberts vs. utahst,1331,1429
oralroberts,vcu,oralroberts vs. vcu,1331,1433
oralroberts,villanova,oralroberts vs. villanova,1331,1437
oralroberts,virginia,oralroberts vs. virginia,1331,1438
oralroberts,virginiatech,oralroberts vs. virginiatech,1331,1439
oralroberts,westvirginia,oralroberts vs. westvirginia,1331,1452
oralroberts,winthrop,oralroberts vs. winthrop,1331,1457
oralroberts,wisconsin,oralroberts vs. wisconsin,1331,1458
oregon,moreheadst,oregon vs. moreheadst,1332,1287
oregon,norfolkst,oregon vs. norfolkst,1332,1313
oregon,northcarolina,oregon vs. northcarolina,1332,1314
oregon,northtexas,oregon vs. northtexas,1332,1317
oregon,ohio,oregon vs. ohio,1332,1325
oregon,ohiost,oregon vs. ohiost,1332,1326
oregon,oklahoma,oregon vs. oklahoma,1332,1328
oregon,oklahomast,oregon vs. oklahomast,1332,1329
oregon,oralroberts,oregon vs. oralroberts,1332,1331
oregon,oregonst,oregon vs. oregonst,1332,1333
oregon,purdue,oregon vs. purdue,1332,1345
oregon,rutgers,oregon vs. rutgers,1332,1353
oregon,sandiegost,oregon vs. sandiegost,1332,1361
oregon,ucsantabarbara,oregon vs. ucsantabarbara,1332,1364
oregon,stbonaventure,oregon vs. stbonaventure,1332,1382
oregon,syracuse,oregon vs. syracuse,1332,1393
oregon,tennessee,oregon vs. tennessee,1332,1397
oregon,texas,oregon vs. texas,1332,1400
oregon,texastech,oregon vs. texastech,1332,1403
oregon,texassouthern,oregon vs. texassouthern,1332,1411
oregon,ucla,oregon vs. ucla,1332,1417
oregon,uncgreensboro,oregon vs. uncgreensboro,1332,1422
oregon,southerncalifornia,oregon vs. southerncalifornia,1332,1425
oregon,utahst,oregon vs. utahst,1332,1429
oregon,vcu,oregon vs. vcu,1332,1433
oregon,villanova,oregon vs. villanova,1332,1437
oregon,virginia,oregon vs. virginia,1332,1438
oregon,virginiatech,oregon vs. virginiatech,1332,1439
oregon,westvirginia,oregon vs. westvirginia,1332,1452
oregon,winthrop,oregon vs. winthrop,1332,1457
oregon,wisconsin,oregon vs. wisconsin,1332,1458
oregonst,moreheadst,oregonst vs. moreheadst,1333,1287
oregonst,norfolkst,oregonst vs. norfolkst,1333,1313
oregonst,northcarolina,oregonst vs. northcarolina,1333,1314
oregonst,northtexas,oregonst vs. northtexas,1333,1317
oregonst,ohio,oregonst vs. ohio,1333,1325
oregonst,ohiost,oregonst vs. ohiost,1333,1326
oregonst,oklahoma,oregonst vs. oklahoma,1333,1328
oregonst,oklahomast,oregonst vs. oklahomast,1333,1329
oregonst,oralroberts,oregonst vs. oralroberts,1333,1331
oregonst,oregon,oregonst vs. oregon,1333,1332
oregonst,purdue,oregonst vs. purdue,1333,1345
oregonst,rutgers,oregonst vs. rutgers,1333,1353
oregonst,sandiegost,oregonst vs. sandiegost,1333,1361
oregonst,ucsantabarbara,oregonst vs. ucsantabarbara,1333,1364
oregonst,stbonaventure,oregonst vs. stbonaventure,1333,1382
oregonst,syracuse,oregonst vs. syracuse,1333,1393
oregonst,tennessee,oregonst vs. tennessee,1333,1397
oregonst,texas,oregonst vs. texas,1333,1400
oregonst,texastech,oregonst vs. texastech,1333,1403
oregonst,texassouthern,oregonst vs. texassouthern,1333,1411
oregonst,ucla,oregonst vs. ucla,1333,1417
oregonst,uncgreensboro,oregonst vs. uncgreensboro,1333,1422
oregonst,southerncalifornia,oregonst vs. southerncalifornia,1333,1425
oregonst,utahst,oregonst vs. utahst,1333,1429
oregonst,vcu,oregonst vs. vcu,1333,1433
oregonst,villanova,oregonst vs. villanova,1333,1437
oregonst,virginia,oregonst vs. virginia,1333,1438
oregonst,virginiatech,oregonst vs. virginiatech,1333,1439
oregonst,westvirginia,oregonst vs. westvirginia,1333,1452
oregonst,winthrop,oregonst vs. winthrop,1333,1457
oregonst,wisconsin,oregonst vs. wisconsin,1333,1458
purdue,moreheadst,purdue vs. moreheadst,1345,1287
purdue,norfolkst,purdue vs. norfolkst,1345,1313
purdue,northcarolina,purdue vs. northcarolina,1345,1314
purdue,northtexas,purdue vs. northtexas,1345,1317
purdue,ohio,purdue vs. ohio,1345,1325
purdue,ohiost,purdue vs. ohiost,1345,1326
purdue,oklahoma,purdue vs. oklahoma,1345,1328
purdue,oklahomast,purdue vs. oklahomast,1345,1329
purdue,oralroberts,purdue vs. oralroberts,1345,1331
purdue,oregon,purdue vs. oregon,1345,1332
purdue,oregonst,purdue vs. oregonst,1345,1333
purdue,rutgers,purdue vs. rutgers,1345,1353
purdue,sandiegost,purdue vs. sandiegost,1345,1361
purdue,ucsantabarbara,purdue vs. ucsantabarbara,1345,1364
purdue,stbonaventure,purdue vs. stbonaventure,1345,1382
purdue,syracuse,purdue vs. syracuse,1345,1393
purdue,tennessee,purdue vs. tennessee,1345,1397
purdue,texas,purdue vs. texas,1345,1400
purdue,texastech,purdue vs. texastech,1345,1403
purdue,texassouthern,purdue vs. texassouthern,1345,1411
purdue,ucla,purdue vs. ucla,1345,1417
purdue,uncgreensboro,purdue vs. uncgreensboro,1345,1422
purdue,southerncalifornia,purdue vs. southerncalifornia,1345,1425
purdue,utahst,purdue vs. utahst,1345,1429
purdue,vcu,purdue vs. vcu,1345,1433
purdue,villanova,purdue vs. villanova,1345,1437
purdue,virginia,purdue vs. virginia,1345,1438
purdue,virginiatech,purdue vs. virginiatech,1345,1439
purdue,westvirginia,purdue vs. westvirginia,1345,1452
purdue,winthrop,purdue vs. winthrop,1345,1457
purdue,wisconsin,purdue vs. wisconsin,1345,1458
rutgers,moreheadst,rutgers vs. moreheadst,1353,1287
rutgers,norfolkst,rutgers vs. norfolkst,1353,1313
rutgers,northcarolina,rutgers vs. northcarolina,1353,1314
rutgers,northtexas,rutgers vs. northtexas,1353,1317
rutgers,ohio,rutgers vs. ohio,1353,1325
rutgers,ohiost,rutgers vs. ohiost,1353,1326
rutgers,oklahoma,rutgers vs. oklahoma,1353,1328
rutgers,oklahomast,rutgers vs. oklahomast,1353,1329
rutgers,oralroberts,rutgers vs. oralroberts,1353,1331
rutgers,oregon,rutgers vs. oregon,1353,1332
rutgers,oregonst,rutgers vs. oregonst,1353,1333
rutgers,purdue,rutgers vs. purdue,1353,1345
rutgers,sandiegost,rutgers vs. sandiegost,1353,1361
rutgers,ucsantabarbara,rutgers vs. ucsantabarbara,1353,1364
rutgers,stbonaventure,rutgers vs. stbonaventure,1353,1382
rutgers,syracuse,rutgers vs. syracuse,1353,1393
rutgers,tennessee,rutgers vs. tennessee,1353,1397
rutgers,texas,rutgers vs. texas,1353,1400
rutgers,texastech,rutgers vs. texastech,1353,1403
rutgers,texassouthern,rutgers vs. texassouthern,1353,1411
rutgers,ucla,rutgers vs. ucla,1353,1417
rutgers,uncgreensboro,rutgers vs. uncgreensboro,1353,1422
rutgers,southerncalifornia,rutgers vs. southerncalifornia,1353,1425
rutgers,utahst,rutgers vs. utahst,1353,1429
rutgers,vcu,rutgers vs. vcu,1353,1433
rutgers,villanova,rutgers vs. villanova,1353,1437
rutgers,virginia,rutgers vs. virginia,1353,1438
rutgers,virginiatech,rutgers vs. virginiatech,1353,1439
rutgers,westvirginia,rutgers vs. westvirginia,1353,1452
rutgers,winthrop,rutgers vs. winthrop,1353,1457
rutgers,wisconsin,rutgers vs. wisconsin,1353,1458
sandiegost,moreheadst,sandiegost vs. moreheadst,1361,1287
sandiegost,norfolkst,sandiegost vs. norfolkst,1361,1313
sandiegost,northcarolina,sandiegost vs. northcarolina,1361,1314
sandiegost,northtexas,sandiegost vs. northtexas,1361,1317
sandiegost,ohio,sandiegost vs. ohio,1361,1325
sandiegost,ohiost,sandiegost vs. ohiost,1361,1326
sandiegost,oklahoma,sandiegost vs. oklahoma,1361,1328
sandiegost,oklahomast,sandiegost vs. oklahomast,1361,1329
sandiegost,oralroberts,sandiegost vs. oralroberts,1361,1331
sandiegost,oregon,sandiegost vs. oregon,1361,1332
sandiegost,oregonst,sandiegost vs. oregonst,1361,1333
sandiegost,purdue,sandiegost vs. purdue,1361,1345
sandiegost,rutgers,sandiegost vs. rutgers,1361,1353
sandiegost,ucsantabarbara,sandiegost vs. ucsantabarbara,1361,1364
sandiegost,stbonaventure,sandiegost vs. stbonaventure,1361,1382
sandiegost,syracuse,sandiegost vs. syracuse,1361,1393
sandiegost,tennessee,sandiegost vs. tennessee,1361,1397
sandiegost,texas,sandiegost vs. texas,1361,1400
sandiegost,texastech,sandiegost vs. texastech,1361,1403
sandiegost,texassouthern,sandiegost vs. texassouthern,1361,1411
sandiegost,ucla,sandiegost vs. ucla,1361,1417
sandiegost,uncgreensboro,sandiegost vs. uncgreensboro,1361,1422
sandiegost,southerncalifornia,sandiegost vs. southerncalifornia,1361,1425
sandiegost,utahst,sandiegost vs. utahst,1361,1429
sandiegost,vcu,sandiegost vs. vcu,1361,1433
sandiegost,villanova,sandiegost vs. villanova,1361,1437
sandiegost,virginia,sandiegost vs. virginia,1361,1438
sandiegost,virginiatech,sandiegost vs. virginiatech,1361,1439
sandiegost,westvirginia,sandiegost vs. westvirginia,1361,1452
sandiegost,winthrop,sandiegost vs. winthrop,1361,1457
sandiegost,wisconsin,sandiegost vs. wisconsin,1361,1458
ucsantabarbara,moreheadst,ucsantabarbara vs. moreheadst,1364,1287
ucsantabarbara,norfolkst,ucsantabarbara vs. norfolkst,1364,1313
ucsantabarbara,northcarolina,ucsantabarbara vs. northcarolina,1364,1314
ucsantabarbara,northtexas,ucsantabarbara vs. northtexas,1364,1317
ucsantabarbara,ohio,ucsantabarbara vs. ohio,1364,1325
ucsantabarbara,ohiost,ucsantabarbara vs. ohiost,1364,1326
ucsantabarbara,oklahoma,ucsantabarbara vs. oklahoma,1364,1328
ucsantabarbara,oklahomast,ucsantabarbara vs. oklahomast,1364,1329
ucsantabarbara,oralroberts,ucsantabarbara vs. oralroberts,1364,1331
ucsantabarbara,oregon,ucsantabarbara vs. oregon,1364,1332
ucsantabarbara,oregonst,ucsantabarbara vs. oregonst,1364,1333
ucsantabarbara,purdue,ucsantabarbara vs. purdue,1364,1345
ucsantabarbara,rutgers,ucsantabarbara vs. rutgers,1364,1353
ucsantabarbara,sandiegost,ucsantabarbara vs. sandiegost,1364,1361
ucsantabarbara,stbonaventure,ucsantabarbara vs. stbonaventure,1364,1382
ucsantabarbara,syracuse,ucsantabarbara vs. syracuse,1364,1393
ucsantabarbara,tennessee,ucsantabarbara vs. tennessee,1364,1397
ucsantabarbara,texas,ucsantabarbara vs. texas,1364,1400
ucsantabarbara,texastech,ucsantabarbara vs. texastech,1364,1403
ucsantabarbara,texassouthern,ucsantabarbara vs. texassouthern,1364,1411
ucsantabarbara,ucla,ucsantabarbara vs. ucla,1364,1417
ucsantabarbara,uncgreensboro,ucsantabarbara vs. uncgreensboro,1364,1422
ucsantabarbara,southerncalifornia,ucsantabarbara vs. southerncalifornia,1364,1425
ucsantabarbara,utahst,ucsantabarbara vs. utahst,1364,1429
ucsantabarbara,vcu,ucsantabarbara vs. vcu,1364,1433
ucsantabarbara,villanova,ucsantabarbara vs. villanova,1364,1437
