team,season,id,x3fg,x3fga,apg,ast,bkpg,blks,fg_percent,fga,fgm,ft,fta,ft_percent,gm,l,w_l,pct,rank,reb,rpg,st,to,w,TeamNameSpelling,TeamID,ConfAbbrev
olemiss,2020,se_data/se_2020,192,600,12.9,413,2.8,91,43.2,1780,769,478,655,73,32,17,15-17,46.9,262,1085,33.9,229,421,15,ole miss,1279,sec
olemiss,2020,se_data/se_2020,192,600,12.9,413,2.8,91,43.2,1780,769,478,655,73,32,17,15-17,46.9,262,1085,33.9,229,421,15,ole-miss,1279,sec
jacksonville,2020,se_data/se_2020,205,642,11.2,357,2.8,91,42.9,1815,778,378,564,67,32,18,14-18,43.8,224,1222,38.2,162,440,14,jacksonville,1239,a_sun
northtexas,2020,se_data/se_2020,253,667,12.6,390,2.8,88,48.3,1627,786,378,503,75.1,31,11,20-11,64.5,190,999,32.2,195,422,20,north texas,1317,cusa
northtexas,2020,se_data/se_2020,253,667,12.6,390,2.8,88,48.3,1627,786,378,503,75.1,31,11,20-11,64.5,190,999,32.2,195,422,20,north-texas,1317,cusa
drexel,2020,se_data/se_2020,241,691,14.4,475,2.8,93,44.1,1861,821,371,530,70,33,19,14-19,42.4,152,1162,35.2,186,481,14,drexel,1180,caa
utarlington,2020,se_data/se_2020,250,807,14.9,478,2.8,90,41.5,1926,800,409,547,74.8,32,18,14-18,43.8,47,1183,37,186,358,14,ut arlington,1426,sun_belt
utarlington,2020,se_data/se_2020,250,807,14.9,478,2.8,90,41.5,1926,800,409,547,74.8,32,18,14-18,43.8,47,1183,37,186,358,14,ut-arlington,1426,sun_belt
albany,2020,se_data/se_2020,255,774,12.8,409,2.8,90,41,1768,725,422,600,70.3,32,18,14-18,43.8,71,1103,34.5,180,441,14,albany,1107,aec
saintjosephs,2020,se_data/se_2020,287,965,12.4,397,2.8,90,39.2,1943,761,399,566,70.5,32,26,6-26,18.8,3,1130,35.3,152,417,6,saint joseph's,1386,a_ten
saintjosephs,2020,se_data/se_2020,287,965,12.4,397,2.8,90,39.2,1943,761,399,566,70.5,32,26,6-26,18.8,3,1130,35.3,152,417,6,saint joseph`s,1386,a_ten
saintjosephs,2020,se_data/se_2020,287,965,12.4,397,2.8,90,39.2,1943,761,399,566,70.5,32,26,6-26,18.8,3,1130,35.3,152,417,6,saint joseph’s,1386,a_ten
saintjosephs,2020,se_data/se_2020,287,965,12.4,397,2.8,90,39.2,1943,761,399,566,70.5,32,26,6-26,18.8,3,1130,35.3,152,417,6,saint-josephs,1386,a_ten
furman,2020,se_data/se_2020,302,859,14.8,475,2.8,90,47.4,1857,881,393,561,70.1,32,7,25-7,78.1,21,1010,31.6,264,367,25,furman,1202,southern
wakeforest,2020,se_data/se_2020,204,582,12.7,395,2.8,87,43.2,1769,765,542,726,74.7,31,18,13-18,41.9,279,1170,37.7,151,440,13,wake forest,1448,acc
wakeforest,2020,se_data/se_2020,204,582,12.7,395,2.8,87,43.2,1769,765,542,726,74.7,31,18,13-18,41.9,279,1170,37.7,151,440,13,wake-forest,1448,acc
liberty,2020,se_data/se_2020,260,711,13.1,446,2.8,95,47.9,1755,841,390,547,71.3,34,4,30-4,88.2,130,1132,33.3,192,320,30,liberty,1251,a_sun
coastalcarolina,2020,se_data/se_2020,242,719,13.5,446,2.8,92,45.1,2030,915,501,700,71.6,33,17,16-17,48.5,123,1329,40.3,248,518,16,coastal carolina,1157,sun_belt
coastalcarolina,2020,se_data/se_2020,242,719,13.5,446,2.8,92,45.1,2030,915,501,700,71.6,33,17,16-17,48.5,123,1329,40.3,248,518,16,coastal-carolina,1157,sun_belt
prairieview,2020,se_data/se_2020,151,494,14.5,465,2.8,89,44.2,1838,813,525,741,70.9,32,13,19-13,59.4,334,1045,32.7,277,464,19,prairie view,1341,swac
prairieview,2020,se_data/se_2020,151,494,14.5,465,2.8,89,44.2,1838,813,525,741,70.9,32,13,19-13,59.4,334,1045,32.7,277,464,19,prairie-view,1341,swac
olddominion,2020,se_data/se_2020,184,629,10.6,339,2.8,89,40.5,1898,768,378,546,69.2,32,19,13-19,40.6,238,1255,39.2,217,393,13,old dominion,1330,cusa
olddominion,2020,se_data/se_2020,184,629,10.6,339,2.8,89,40.5,1898,768,378,546,69.2,32,19,13-19,40.6,238,1255,39.2,217,393,13,old-dominion,1330,cusa
monmouth,2020,se_data/se_2020,227,680,12.9,399,2.8,86,41,1842,755,472,655,72.1,31,13,18-13,58.1,171,1058,34.1,248,397,18,monmouth,1284,maac
utah,2020,se_data/se_2020,219,653,14,434,2.8,86,44.9,1707,767,446,611,73,31,15,16-15,51.6,208,1111,35.8,170,420,16,utah,1428,pac_twelve
troy,2020,se_data/se_2020,261,824,13.7,426,2.8,86,39.9,1882,750,370,549,67.4,31,22,9-22,29,36,1140,36.8,178,444,9,troy,1407,sun_belt
utmartin,2020,se_data/se_2020,218,646,12.2,353,2.8,80,45.5,1718,781,414,550,75.3,29,20,9-20,31,215,965,33.3,147,376,9,ut martin,1404,ovc
utmartin,2020,se_data/se_2020,218,646,12.2,353,2.8,80,45.5,1718,781,414,550,75.3,29,20,9-20,31,215,965,33.3,147,376,9,ut-martin,1404,ovc
holycross,2020,se_data/se_2020,219,689,11.6,371,2.8,88,43.1,1829,789,309,461,67,32,29,3-29,9.4,158,1040,32.5,156,461,3,holy cross,1221,patriot
holycross,2020,se_data/se_2020,219,689,11.6,371,2.8,88,43.1,1829,789,309,461,67,32,29,3-29,9.4,158,1040,32.5,156,461,3,holy-cross,1221,patriot
sandiegost,2020,se_data/se_2020,291,765,14.8,474,2.8,88,46.8,1820,852,400,519,77.1,32,2,30-2,93.8,78,1121,35,221,344,30,san diego st,1361,mwc
sandiegost,2020,se_data/se_2020,291,765,14.8,474,2.8,88,46.8,1820,852,400,519,77.1,32,2,30-2,93.8,78,1121,35,221,344,30,san diego st.,1361,mwc
sandiegost,2020,se_data/se_2020,291,765,14.8,474,2.8,88,46.8,1820,852,400,519,77.1,32,2,30-2,93.8,78,1121,35,221,344,30,san-diego-st,1361,mwc
unlv,2020,se_data/se_2020,241,755,12.6,404,2.8,88,43.3,1876,812,442,639,69.2,32,15,17-15,53.1,88,1255,39.2,199,427,17,unlv,1424,mwc
fairfield,2020,se_data/se_2020,138,486,8.6,276,2.8,88,39,1669,651,417,600,69.5,32,20,12-20,37.5,340,1101,34.4,164,440,12,fairfield,1193,maac
northernill,2020,se_data/se_2020,226,661,10.1,312,2.7,85,41.4,1814,751,343,509,67.4,31,13,18-13,58.1,196,1203,38.8,174,371,18,northern ill.,1296,mac
northernill,2020,se_data/se_2020,226,661,10.1,312,2.7,85,41.4,1814,751,343,509,67.4,31,13,18-13,58.1,196,1203,38.8,174,371,18,northern-ill,1296,mac
davidson,2020,se_data/se_2020,272,742,14.1,423,2.7,81,45.3,1666,755,400,525,76.2,30,14,16-14,53.3,102,994,33.1,165,333,16,davidson,1172,a_ten
purduefortwayne,2020,se_data/se_2020,274,867,12.6,417,2.7,89,42.7,1945,830,327,488,67,33,19,14-19,42.4,18,1170,35.5,245,456,14,purdue fort wayne,1236,summit
southdakota,2020,se_data/se_2020,233,596,13.9,444,2.7,86,49.2,1806,889,536,710,75.5,32,12,20-12,62.5,268,1047,32.7,146,340,20,south dakota,1377,summit
southdakota,2020,se_data/se_2020,233,596,13.9,444,2.7,86,49.2,1806,889,536,710,75.5,32,12,20-12,62.5,268,1047,32.7,146,340,20,south-dakota,1377,summit
ucriverside,2020,se_data/se_2020,254,722,12.3,394,2.7,86,43.6,1707,744,317,460,68.9,32,15,17-15,53.1,121,1145,35.8,159,421,17,uc riverside,1415,big_west
ucriverside,2020,se_data/se_2020,254,722,12.3,394,2.7,86,43.6,1707,744,317,460,68.9,32,15,17-15,53.1,121,1145,35.8,159,421,17,uc-riverside,1415,big_west
utsa,2020,se_data/se_2020,308,881,12.4,398,2.7,86,41.7,2076,866,421,552,76.3,32,19,13-19,40.6,15,1248,39,189,413,13,utsa,1427,cusa
louisville,2020,se_data/se_2020,255,679,14,433,2.7,83,45.3,1787,810,421,576,73.1,31,7,24-7,77.4,174,1196,38.6,157,378,24,louisville,1257,acc
arkansasst,2020,se_data/se_2020,184,545,13.8,442,2.7,85,43.7,1718,750,578,814,71,32,16,16-16,50,309,1054,32.9,220,415,16,arkansas st,1117,sun_belt
arkansasst,2020,se_data/se_2020,184,545,13.8,442,2.7,85,43.7,1718,750,578,814,71,32,16,16-16,50,309,1054,32.9,220,415,16,arkansas st.,1117,sun_belt
arkansasst,2020,se_data/se_2020,184,545,13.8,442,2.7,85,43.7,1718,750,578,814,71,32,16,16-16,50,309,1054,32.9,220,415,16,arkansas-st,1117,sun_belt
washingtonst,2020,se_data/se_2020,237,768,11.6,370,2.7,85,39.7,1953,776,446,600,74.3,32,16,16-16,50,75,1165,36.4,218,394,16,washington st,1450,pac_twelve
washingtonst,2020,se_data/se_2020,237,768,11.6,370,2.7,85,39.7,1953,776,446,600,74.3,32,16,16-16,50,75,1165,36.4,218,394,16,washington st.,1450,pac_twelve
washingtonst,2020,se_data/se_2020,237,768,11.6,370,2.7,85,39.7,1953,776,446,600,74.3,32,16,16-16,50,75,1165,36.4,218,394,16,washington-st,1450,pac_twelve
butler,2020,se_data/se_2020,212,621,12.7,395,2.6,82,46,1687,776,361,496,72.8,31,9,22-9,71,246,1079,34.8,165,349,22,butler,1139,big_east
wofford,2020,se_data/se_2020,336,952,13.5,472,2.6,92,46,1974,909,369,518,71.2,35,16,19-16,54.3,6,1100,31.4,197,427,19,wofford,1459,southern
clevelandst,2020,se_data/se_2020,120,408,11.8,379,2.6,84,41.6,1772,738,457,688,66.4,32,21,11-21,34.4,349,1120,35,246,487,11,cleveland st,1156,horizon
clevelandst,2020,se_data/se_2020,120,408,11.8,379,2.6,84,41.6,1772,738,457,688,66.4,32,21,11-21,34.4,349,1120,35,246,487,11,cleveland st.,1156,horizon
clevelandst,2020,se_data/se_2020,120,408,11.8,379,2.6,84,41.6,1772,738,457,688,66.4,32,21,11-21,34.4,349,1120,35,246,487,11,cleveland-st,1156,horizon
lipscomb,2020,se_data/se_2020,218,640,13.2,423,2.6,84,45.1,1849,834,369,533,69.2,32,16,16-16,50,227,1129,35.3,172,411,16,lipscomb,1252,a_sun
villanova,2020,se_data/se_2020,307,854,14.5,449,2.6,81,44.1,1806,797,368,485,75.9,31,7,24-7,77.4,23,1118,36.1,175,337,24,villanova,1437,big_east
abilenechristian,2020,se_data/se_2020,209,676,14.9,461,2.6,81,44.9,1813,814,515,695,74.1,31,11,20-11,64.5,181,1045,33.7,293,438,20,abilene christian,1101,southland
abilenechristian,2020,se_data/se_2020,209,676,14.9,461,2.6,81,44.9,1813,814,515,695,74.1,31,11,20-11,64.5,181,1045,33.7,293,438,20,abilene-christian,1101,southland
missourist,2020,se_data/se_2020,230,650,11.8,391,2.6,86,43.8,1923,843,414,553,74.9,33,17,16-17,48.5,214,1226,37.2,211,448,16,missouri st,1283,mvc
missourist,2020,se_data/se_2020,230,650,11.8,391,2.6,86,43.8,1923,843,414,553,74.9,33,17,16-17,48.5,214,1226,37.2,211,448,16,missouri st.,1283,mvc
missourist,2020,se_data/se_2020,230,650,11.8,391,2.6,86,43.8,1923,843,414,553,74.9,33,17,16-17,48.5,214,1226,37.2,211,448,16,missouri-st,1283,mvc
rider,2020,se_data/se_2020,184,574,13,391,2.6,78,43.8,1725,755,458,704,65.1,30,12,18-12,60,286,1149,38.3,202,423,18,rider,1351,maac
mercer,2020,se_data/se_2020,246,686,14.4,461,2.6,83,44.9,1885,847,354,490,72.2,32,15,17-15,53.1,166,1172,36.6,211,463,17,mercer,1273,southern
umasslowell,2020,se_data/se_2020,222,655,14.4,462,2.6,83,45.8,1830,838,490,688,71.2,32,19,13-19,40.6,205,1090,34.1,221,431,13,umass lowell,1262,aec
umasslowell,2020,se_data/se_2020,222,655,14.4,462,2.6,83,45.8,1830,838,490,688,71.2,32,19,13-19,40.6,205,1090,34.1,221,431,13,umass-lowell,1262,aec
fordham,2020,se_data/se_2020,223,702,11.3,351,2.6,80,38.4,1683,646,301,455,66.2,31,22,9-22,29,145,1025,33.1,219,386,9,fordham,1200,a_ten
youngstownst,2020,se_data/se_2020,236,765,12.5,413,2.6,85,42.3,2055,870,425,616,69,33,15,18-15,54.5,78,1288,39,188,397,18,youngstown st,1464,horizon
youngstownst,2020,se_data/se_2020,236,765,12.5,413,2.6,85,42.3,2055,870,425,616,69,33,15,18-15,54.5,78,1288,39,188,397,18,youngstown st.,1464,horizon
youngstownst,2020,se_data/se_2020,236,765,12.5,413,2.6,85,42.3,2055,870,425,616,69,33,15,18-15,54.5,78,1288,39,188,397,18,youngstown-st,1464,horizon
jacksonvillest,2020,se_data/se_2020,226,680,13.8,440,2.6,82,44.6,1892,844,380,550,69.1,32,19,13-19,40.6,171,1164,36.4,202,452,13,jacksonville st,1240,ovc
jacksonvillest,2020,se_data/se_2020,226,680,13.8,440,2.6,82,44.6,1892,844,380,550,69.1,32,19,13-19,40.6,171,1164,36.4,202,452,13,jacksonville st.,1240,ovc
jacksonvillest,2020,se_data/se_2020,226,680,13.8,440,2.6,82,44.6,1892,844,380,550,69.1,32,19,13-19,40.6,171,1164,36.4,202,452,13,jacksonville-st,1240,ovc
charlestonso,2020,se_data/se_2020,258,795,13.3,424,2.6,82,42.7,1856,792,361,487,74.1,32,18,14-18,43.8,53,1031,32.2,190,406,14,charleston so,1149,big_south
charlestonso,2020,se_data/se_2020,258,795,13.3,424,2.6,82,42.7,1856,792,361,487,74.1,32,18,14-18,43.8,53,1031,32.2,190,406,14,charleston so.,1149,big_south
charlestonso,2020,se_data/se_2020,258,795,13.3,424,2.6,82,42.7,1856,792,361,487,74.1,32,18,14-18,43.8,53,1031,32.2,190,406,14,charleston-so,1149,big_south
bostoncollege,2020,se_data/se_2020,230,747,12.6,403,2.6,82,40.2,1844,742,353,536,65.9,32,19,13-19,40.6,95,1058,33.1,245,440,13,boston college,1130,acc
bostoncollege,2020,se_data/se_2020,230,747,12.6,403,2.6,82,40.2,1844,742,353,536,65.9,32,19,13-19,40.6,95,1058,33.1,245,440,13,boston-college,1130,acc
dartmouth,2020,se_data/se_2020,201,629,12.6,364,2.6,74,44.2,1583,700,293,433,67.7,29,17,12-17,41.4,238,1016,35,134,357,12,dartmouth,1171,ivy
creighton,2020,se_data/se_2020,302,783,15.8,489,2.5,79,47.1,1839,866,394,533,73.9,31,7,24-7,77.4,64,1079,34.8,203,337,24,creighton,1166,big_east
colofcharleston,2020,se_data/se_2020,237,683,10.9,337,2.5,79,44,1717,755,429,564,76.1,31,14,17-14,54.8,168,1006,32.5,207,333,17,col-of-charleston,1158,caa
colofcharleston,2020,se_data/se_2020,237,683,10.9,337,2.5,79,44,1717,755,429,564,76.1,31,14,17-14,54.8,168,1006,32.5,207,333,17,col. of charleston,1158,caa
oralroberts,2020,se_data/se_2020,253,758,13.2,408,2.5,79,44.8,2004,898,436,582,74.9,31,14,17-14,54.8,87,1177,38,197,321,17,oral roberts,1331,summit
oralroberts,2020,se_data/se_2020,253,758,13.2,408,2.5,79,44.8,2004,898,436,582,74.9,31,14,17-14,54.8,87,1177,38,197,321,17,oral-roberts,1331,summit
tulane,2020,se_data/se_2020,230,689,11.2,337,2.5,76,41.1,1709,702,416,584,71.2,30,18,12-18,40,158,928,30.9,254,355,12,tulane,1408,aac
chicagost,2020,se_data/se_2020,162,507,10.3,300,2.5,73,41.2,1446,596,427,592,72.1,29,25,4-25,13.8,329,848,29.2,144,513,4,chicago st,1152,wac
chicagost,2020,se_data/se_2020,162,507,10.3,300,2.5,73,41.2,1446,596,427,592,72.1,29,25,4-25,13.8,329,848,29.2,144,513,4,chicago st.,1152,wac
chicagost,2020,se_data/se_2020,162,507,10.3,300,2.5,73,41.2,1446,596,427,592,72.1,29,25,4-25,13.8,329,848,29.2,144,513,4,chicago-st,1152,wac
southernmiss,2020,se_data/se_2020,163,529,14.3,444,2.5,78,44.3,1766,783,318,442,71.9,31,22,9-22,29,325,1105,35.6,180,464,9,southern miss,1379,cusa
southernmiss,2020,se_data/se_2020,163,529,14.3,444,2.5,78,44.3,1766,783,318,442,71.9,31,22,9-22,29,325,1105,35.6,180,464,9,southern miss.,1379,cusa
southernmiss,2020,se_data/se_2020,163,529,14.3,444,2.5,78,44.3,1766,783,318,442,71.9,31,22,9-22,29,325,1105,35.6,180,464,9,southern-miss,1379,cusa
ucsantabarbara,2020,se_data/se_2020,200,585,13.9,430,2.5,78,45.8,1672,765,465,615,75.6,31,10,21-10,67.7,278,1063,34.3,147,366,21,uc santa barbara,1364,big_west
ucsantabarbara,2020,se_data/se_2020,200,585,13.9,430,2.5,78,45.8,1672,765,465,615,75.6,31,10,21-10,67.7,278,1063,34.3,147,366,21,uc-santa barbara,1364,big_west
ucsantabarbara,2020,se_data/se_2020,200,585,13.9,430,2.5,78,45.8,1672,765,465,615,75.6,31,10,21-10,67.7,278,1063,34.3,147,366,21,uc-santa-barbara,1364,big_west
vmi,2020,se_data/se_2020,359,1012,16,528,2.5,83,42.8,1991,852,317,448,70.8,33,24,9-24,27.3,2,1183,35.8,222,419,9,vmi,1440,southern
centralmich,2020,se_data/se_2020,247,763,11.6,371,2.5,80,43,2037,876,507,680,74.6,32,18,14-18,43.8,83,1159,36.2,292,407,14,central mich.,1141,mac
centralmich,2020,se_data/se_2020,247,763,11.6,371,2.5,80,43,2037,876,507,680,74.6,32,18,14-18,43.8,83,1159,36.2,292,407,14,central-mich,1141,mac
canisius,2020,se_data/se_2020,193,639,14.1,452,2.5,80,43.3,1861,806,391,562,69.6,32,20,12-20,37.5,228,1073,33.5,227,458,12,canisius,1145,maac
california,2020,se_data/se_2020,160,477,9.2,294,2.5,80,42.1,1681,708,447,606,73.8,32,18,14-18,43.8,343,1046,32.7,129,410,14,california,1143,pac_twelve
louisianatech,2020,se_data/se_2020,251,704,13.4,401,2.5,75,46.6,1763,821,342,512,66.8,30,8,22-8,73.3,139,1110,37,222,373,22,louisiana tech,1256,cusa
louisianatech,2020,se_data/se_2020,251,704,13.4,401,2.5,75,46.6,1763,821,342,512,66.8,30,8,22-8,73.3,139,1110,37,222,373,22,louisiana-tech,1256,cusa
richmond,2020,se_data/se_2020,249,688,15.5,482,2.5,77,46.6,1818,847,392,505,77.6,31,7,24-7,77.4,160,1074,34.6,251,339,24,richmond,1350,a_ten
illinoisst,2020,se_data/se_2020,258,726,12,373,2.5,77,42.4,1745,740,312,439,71.1,31,21,10-21,32.3,116,1036,33.4,179,446,10,illinois st,1229,mvc
illinoisst,2020,se_data/se_2020,258,726,12,373,2.5,77,42.4,1745,740,312,439,71.1,31,21,10-21,32.3,116,1036,33.4,179,446,10,illinois st.,1229,mvc
illinoisst,2020,se_data/se_2020,258,726,12,373,2.5,77,42.4,1745,740,312,439,71.1,31,21,10-21,32.3,116,1036,33.4,179,446,10,illinois-st,1229,mvc
winthrop,2020,se_data/se_2020,322,931,15.9,542,2.5,84,46.2,2120,980,483,760,63.6,34,10,24-10,70.6,9,1388,40.8,225,471,24,winthrop,1457,big_south
iupui,2020,se_data/se_2020,254,753,13.5,431,2.5,79,41.3,1945,803,396,614,64.5,32,25,7-25,21.9,90,1145,35.8,207,445,7,iupui,1237,horizon
nebraska,2020,se_data/se_2020,253,796,13.8,442,2.5,79,40.5,2011,815,352,584,60.3,32,25,7-25,21.9,52,1138,35.6,223,380,7,nebraska,1304,big_ten
calpoly,2020,se_data/se_2020,200,573,10.4,312,2.5,74,42.1,1685,710,407,587,69.3,30,23,7-23,23.3,287,977,32.6,192,410,7,cal poly,1142,big_west
calpoly,2020,se_data/se_2020,200,573,10.4,312,2.5,74,42.1,1685,710,407,587,69.3,30,23,7-23,23.3,287,977,32.6,192,410,7,cal-poly,1142,big_west
kansasst,2020,se_data/se_2020,213,681,12.4,397,2.4,78,41.4,1742,721,399,604,66.1,32,21,11-21,34.4,170,1050,32.8,277,459,11,kansas st,1243,big_twelve
kansasst,2020,se_data/se_2020,213,681,12.4,397,2.4,78,41.4,1742,721,399,604,66.1,32,21,11-21,34.4,170,1050,32.8,277,459,11,kansas st.,1243,big_twelve
kansasst,2020,se_data/se_2020,213,681,12.4,397,2.4,78,41.4,1742,721,399,604,66.1,32,21,11-21,34.4,170,1050,32.8,277,459,11,kansas-st,1243,big_twelve
idahost,2020,se_data/se_2020,192,551,11.7,350,2.4,73,45.6,1663,759,381,581,65.6,30,22,8-22,26.7,307,988,32.9,137,408,8,idaho st,1226,big_sky
idahost,2020,se_data/se_2020,192,551,11.7,350,2.4,73,45.6,1663,759,381,581,65.6,30,22,8-22,26.7,307,988,32.9,137,408,8,idaho st.,1226,big_sky
idahost,2020,se_data/se_2020,192,551,11.7,350,2.4,73,45.6,1663,759,381,581,65.6,30,22,8-22,26.7,307,988,32.9,137,408,8,idaho-st,1226,big_sky
uscupstate,2020,se_data/se_2020,224,697,12.6,415,2.4,80,42.4,1911,811,440,641,68.6,33,20,13-20,39.4,149,1093,33.1,195,412,13,usc upstate,1367,big_south
uscupstate,2020,se_data/se_2020,224,697,12.6,415,2.4,80,42.4,1911,811,440,641,68.6,33,20,13-20,39.4,149,1093,33.1,195,412,13,usc-upstate,1367,big_south
southernu,2020,se_data/se_2020,166,530,13.2,410,2.4,75,43.8,1792,785,411,609,67.5,31,15,17-15,53.1,323,1090,35.2,203,429,17,southern u,1380,swac
southernu,2020,se_data/se_2020,166,530,13.2,410,2.4,75,43.8,1792,785,411,609,67.5,31,15,17-15,53.1,323,1090,35.2,203,429,17,southern u.,1380,swac
southernu,2020,se_data/se_2020,166,530,13.2,410,2.4,75,43.8,1792,785,411,609,67.5,31,15,17-15,53.1,323,1090,35.2,203,429,17,southern-u,1380,swac
lehigh,2020,se_data/se_2020,180,538,12.6,404,2.4,77,44.7,1846,826,352,480,73.3,32,21,11-21,34.4,320,1112,34.8,174,442,11,lehigh,1250,patriot
umbc,2020,se_data/se_2020,229,723,12.3,407,2.4,79,44.3,1843,816,394,611,64.5,33,17,16-17,48.5,120,1137,34.5,178,416,16,umbc,1420,aec
stetson,2020,se_data/se_2020,180,545,9.8,323,2.4,79,44.5,1679,747,429,644,66.6,33,17,16-17,48.5,309,1128,34.2,209,455,16,stetson,1391,a_sun
clemson,2020,se_data/se_2020,251,797,12.9,401,2.4,74,42.8,1717,735,341,497,68.6,31,15,16-15,51.6,51,1045,33.7,211,386,16,clemson,1155,acc
hartford,2020,se_data/se_2020,253,742,13,428,2.4,78,41.8,1850,773,402,572,70.3,33,15,18-15,54.5,102,1126,34.1,241,447,18,hartford,1216,aec
northerncolo,2020,se_data/se_2020,317,826,13.4,416,2.4,73,46.8,1790,837,312,468,66.7,31,9,22-9,71,34,1061,34.2,157,317,22,northern colo.,1294,big_sky
northerncolo,2020,se_data/se_2020,317,826,13.4,416,2.4,73,46.8,1790,837,312,468,66.7,31,9,22-9,71,34,1061,34.2,157,317,22,northern-colo,1294,big_sky
uncasheville,2020,se_data/se_2020,243,702,10.8,336,2.4,73,45.9,1824,837,409,620,66,31,16,15-16,48.4,145,950,30.6,255,357,15,unc asheville,1421,big_south
uncasheville,2020,se_data/se_2020,243,702,10.8,336,2.4,73,45.9,1824,837,409,620,66,31,16,15-16,48.4,145,950,30.6,255,357,15,unc-asheville,1421,big_south
norfolkst,2020,se_data/se_2020,243,752,13.1,406,2.4,73,41.4,1820,754,435,611,71.2,31,15,16-15,51.6,92,1151,37.1,244,436,16,norfolk st,1313,meac
norfolkst,2020,se_data/se_2020,243,752,13.1,406,2.4,73,41.4,1820,754,435,611,71.2,31,15,16-15,51.6,92,1151,37.1,244,436,16,norfolk st.,1313,meac
norfolkst,2020,se_data/se_2020,243,752,13.1,406,2.4,73,41.4,1820,754,435,611,71.2,31,15,16-15,51.6,92,1151,37.1,244,436,16,norfolk-st,1313,meac
wagner,2020,se_data/se_2020,204,644,12.9,374,2.3,68,41.3,1710,706,366,504,72.6,29,21,8-21,27.6,219,1006,34.7,174,400,8,wagner,1447,nec
montanast,2020,se_data/se_2020,175,532,11.3,351,2.3,72,44.5,1622,721,449,606,74.1,31,15,16-15,51.6,322,1076,34.7,170,434,16,montana st,1286,big_sky
montanast,2020,se_data/se_2020,175,532,11.3,351,2.3,72,44.5,1622,721,449,606,74.1,31,15,16-15,51.6,322,1076,34.7,170,434,16,montana st.,1286,big_sky
montanast,2020,se_data/se_2020,175,532,11.3,351,2.3,72,44.5,1622,721,449,606,74.1,31,15,16-15,51.6,322,1076,34.7,170,434,16,montana-st,1286,big_sky
denver,2020,se_data/se_2020,162,504,11.2,347,2.3,72,44.4,1734,770,433,628,68.9,31,24,7-24,22.6,331,1039,33.5,182,428,7,denver,1176,summit
evansville,2020,se_data/se_2020,241,750,12.3,392,2.3,74,42.2,1769,746,416,570,73,32,23,9-23,28.1,94,1005,31.4,152,407,9,evansville,1191,mvc
northdakota,2020,se_data/se_2020,259,762,12.8,424,2.3,76,45.6,1875,855,501,658,76.1,33,18,15-18,45.5,85,1175,35.6,151,440,15,north dakota,1315,summit
northdakota,2020,se_data/se_2020,259,762,12.8,424,2.3,76,45.6,1875,855,501,658,76.1,33,18,15-18,45.5,85,1175,35.6,151,440,15,north-dakota,1315,summit
northdakotast,2020,se_data/se_2020,303,852,11.9,393,2.3,76,44.6,1878,837,490,614,79.8,33,8,25-8,75.8,25,1176,35.6,153,331,25,north dakota st.,1295,summit
northdakotast,2020,se_data/se_2020,303,852,11.9,393,2.3,76,44.6,1878,837,490,614,79.8,33,8,25-8,75.8,25,1176,35.6,153,331,25,north-dakota-st,1295,summit
uni,2020,se_data/se_2020,287,737,12.2,379,2.3,71,47.5,1776,844,355,468,75.9,31,6,25-6,80.6,108,1164,37.5,143,372,25,uni,1320,mvc
bowlinggreen,2020,se_data/se_2020,242,717,12.3,380,2.3,71,41.8,1968,822,424,564,75.2,31,10,21-10,67.7,126,1238,39.9,169,343,21,bowling green,1132,mac
bowlinggreen,2020,se_data/se_2020,242,717,12.3,380,2.3,71,41.8,1968,822,424,564,75.2,31,10,21-10,67.7,126,1238,39.9,169,343,21,bowling-green,1132,mac
ohio,2020,se_data/se_2020,272,781,14.7,471,2.3,73,44.7,1837,822,370,537,68.9,32,15,17-15,53.1,67,1134,35.4,205,406,17,ohio,1325,mac
westernmich,2020,se_data/se_2020,228,676,11.1,356,2.3,73,42.8,1791,767,458,641,71.5,32,19,13-19,40.6,181,1120,35,152,416,13,western mich.,1444,mac
westernmich,2020,se_data/se_2020,228,676,11.1,356,2.3,73,42.8,1791,767,458,641,71.5,32,19,13-19,40.6,181,1120,35,152,416,13,western-mich,1444,mac
bostonu,2020,se_data/se_2020,224,688,12.7,433,2.3,77,46,1999,919,348,541,64.3,34,13,21-13,61.8,160,1231,36.2,187,384,21,boston u,1131,patriot
bostonu,2020,se_data/se_2020,224,688,12.7,433,2.3,77,46,1999,919,348,541,64.3,34,13,21-13,61.8,160,1231,36.2,187,384,21,boston u.,1131,patriot
bostonu,2020,se_data/se_2020,224,688,12.7,433,2.3,77,46,1999,919,348,541,64.3,34,13,21-13,61.8,160,1231,36.2,187,384,21,boston-u,1131,patriot
tulsa,2020,se_data/se_2020,182,566,12.6,391,2.3,70,44,1653,728,465,657,70.8,31,10,21-10,67.7,293,1070,34.5,234,417,21,tulsa,1409,aac
delawarest,2020,se_data/se_2020,249,791,10.4,334,2.2,71,41.1,2004,824,453,661,68.5,32,26,6-26,18.8,56,1143,35.7,220,488,6,delaware st,1175,meac
delawarest,2020,se_data/se_2020,249,791,10.4,334,2.2,71,41.1,2004,824,453,661,68.5,32,26,6-26,18.8,56,1143,35.7,220,488,6,delaware st.,1175,meac
